Mnemonic,Name,Old ID,Active,Type,Category,MFLCode
GHTHEA,GH Main Theatre,,Y,O,Local,6675b20178fc5428625b3a0c
GPAEDW,GA Paediatric Ward,,Y,I,Local,6675b20178fc5428625b3a0d
GUCEYE,GU Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a0e
GUCPSY,GU Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3a0f
GUDHIS,Gumare DHIS,,Y,O,Local,6675b20178fc5428625b3a10
GUDLAB,GU Laboratory,,Y,O,Local,6675b20178fc5428625b3a11
GUDOPD,GU Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a12
GUDPHA,GU Pharmacy Department,,Y,O,Local,6675b20178fc5428625b3a13
GUDRAD,GU Radiology Department,,Y,O,Local,6675b20178fc5428625b3a14
GUDSOC,GU Social Work Department,,Y,O,Local,6675b20178fc5428625b3a15
GUGENWD,GU General Ward,,Y,I,Local,6675b20178fc5428625b3a16
GUMATH,GU Main Theatre,,Y,O,Local,6675b20178fc5428625b3a17
GUMATWD,GU Maternity Ward,,Y,I,Local,6675b20178fc5428625b3a18
GUMITH,GU Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a19
GWCDEN,GW Dental Clinic,,Y,O,Local,6675b20178fc5428625b3a1a
GWCEYE,GW Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a1b
GWCPSY,GW Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3a1c
GWDHIS,Gweta DHIS,,Y,O,Local,6675b20178fc5428625b3a1d
GWDLAB,GW Laboratory,,Y,O,Local,6675b20178fc5428625b3a1e
GWDOPD,GW Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a1f
GWDPHA,GW Pharmacy Department,,Y,O,Local,6675b20178fc5428625b3a20
GWDRAD,GW Radiology Department,,Y,O,Local,6675b20178fc5428625b3a21
GWDSOC,GW Social Work Department,,Y,O,Local,6675b20178fc5428625b3a22
GWGENWD,GW General Ward,,Y,I,Local,6675b20178fc5428625b3a23
GWISOW,GW Covid Isolation Ward,,Y,I,Local,6675b20178fc5428625b3a24
GWMATH,GW Main Theatre,,Y,O,Local,6675b20178fc5428625b3a25
GWMATWD,GW Maternity Ward,,Y,I,Local,6675b20178fc5428625b3a26
GWMITH,GW Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a27
HGGMMO,Mmopane Healthpost,,Y,O,Local,6675b20178fc5428625b3a28
HGGNKA,Nkaikela Healthpost,,Y,O,Local,6675b20178fc5428625b3a29
HKANTNW,HK Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b3a2a
HKCDEN,HK Dental Clinic,,Y,O,Local,6675b20178fc5428625b3a2b
HKCDIE,HK Dietetics,,Y,O,Local,6675b20178fc5428625b3a2c
HKCEYE,HK Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a2d
HKCPSY,HK Psychology clinic,,Y,O,Local,6675b20178fc5428625b3a2e
HKCPSYC,HK PSYCHIATRIC CLINIC,,Y,O,Local,6675b20178fc5428625b3a2f
HKCYOU,HK Youth Friendly Services Cli,,Y,O,Local,6675b20178fc5428625b3a30
HKDHIS,Hukuntsi DHIS,,Y,O,Local,6675b20178fc5428625b3a31
HKDLAB,HK Laboratory,,Y,O,Local,6675b20178fc5428625b3a32
HKDOPD,HK Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a33
HKDPHA,HK Pharmacy,,Y,O,Local,6675b20178fc5428625b3a34
HKDRAD,HK Radiology Department,,Y,O,Local,6675b20178fc5428625b3a35
HKDSOC,HK Social Work Department,,Y,O,Local,6675b20178fc5428625b3a36
HKERUN,Rungwana Healthpost,,Y,O,Local,6675b20178fc5428625b3a37
HKFMEDW,HK Female Ward,,Y,I,Local,6675b20178fc5428625b3a38
HKGENHD,HK General High Dependency,,Y,I,Local,6675b20178fc5428625b3a39
HKISOW,HK Isolation Ward,,Y,I,Local,6675b20178fc5428625b3a3a
HKKANGW,HK Kangaroo Ward,,Y,I,Local,6675b20178fc5428625b3a3b
HKMATH,HK Main Theatre,,Y,O,Local,6675b20178fc5428625b3a3c
HKMITH,HK Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a3d
HKMMEDW,HK Male Ward,,Y,I,Local,6675b20178fc5428625b3a3e
HKPAEDW,HK Paediatrics,,Y,I,Local,6675b20178fc5428625b3a3f
HKPOSTW,HK Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3a40
HKREVENUE,HK Sundry Revenue,,Y,O,Local,6675b20178fc5428625b3a41
HKSCBUW,HK Special Care Baby Unit,,Y,I,Local,6675b20178fc5428625b3a42
HKTBSHW,HK TB Shelters Ward,,Y,I,Local,6675b20178fc5428625b3a43
JPKANTENW,JPK Antenatal Ward,,N,I,Local,6675b20178fc5428625b3a44
JPKCDEN,JPK Dental Department,,Y,O,Local,6675b20178fc5428625b3a45
JPKCDIE,JPK Dietetics Department,,Y,O,Local,6675b20178fc5428625b3a46
JPKCEYE,JPK Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a47
JPKCOPD,JPK Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a48
JPKCPSY,JPK Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3a49
JPKCSOW,JPK Social Work Department,,Y,O,Local,6675b20178fc5428625b3a4a
JPKCSRH,JPK Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3a4b
JPKDHIS,JPK DHIS,,Y,O,Local,6675b20178fc5428625b3a4c
JPKDLAB,JPK Laboratory Department,,Y,O,Local,6675b20178fc5428625b3a4d
JPKDPHA,JPK Pharmacy Department,,Y,O,Local,6675b20178fc5428625b3a4e
JPKDRAD,JPK Radiology Department,,Y,O,Local,6675b20178fc5428625b3a4f
JPKFGENW,JPK Female General Ward,,N,I,Local,6675b20178fc5428625b3a50
JPKGENWD,JPK General Ward,,Y,I,Local,6675b20178fc5428625b3a51
JPKLABOW,JPK Labour Ward,,N,I,Local,6675b20178fc5428625b3a52
JPKMATH,JPK Main Theatre,,Y,O,Local,6675b20178fc5428625b3a53
JPKMATWD,JPK Maternity Ward,,Y,I,Local,6675b20178fc5428625b3a54
JPKMGENW,JPK Male General Ward,,N,I,Local,6675b20178fc5428625b3a55
JPKMITH,JPK Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a56
JPKPAEDW,JPK Paediatric General Ward,,N,I,Local,6675b20178fc5428625b3a57
JPKPOSNW,JPK Post Natal Ward,,N,I,Local,6675b20178fc5428625b3a58
JPKREVENUE,JPK Revenue Office,,Y,O,Local,6675b20178fc5428625b3a59
JPKSCBU,JPK Special Care Baby Unit,,N,I,Local,6675b20178fc5428625b3a5a
JPKTBWD,JPK TB Ward,,Y,I,Local,6675b20178fc5428625b3a5b
JWUNOPD,Unit 7 Clinic OPD,,Y,O,Local,6675b20178fc5428625b3a5c
KACDEN,KA Dental Clinic,,Y,O,Local,6675b20178fc5428625b3a5d
KACDIE,KA DIETETICS CLINIC,,Y,O,Local,6675b20178fc5428625b3a5e
KACEYE,KA Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a5f
KACPSY,KA Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3a60
KACSRH,KA SRH Clinic,,Y,O,Local,6675b20178fc5428625b3a61
KADHIS,Kasane DHIS,,Y,O,Local,6675b20178fc5428625b3a62
KADLAB,KA Laboratory,,Y,O,Local,6675b20178fc5428625b3a63
KADOPD,KA Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a64
KADPHA,KA Pharmacy Department,,Y,O,Local,6675b20178fc5428625b3a65
KADRAD,KA Radiology Department,,Y,O,Local,6675b20178fc5428625b3a66
KADSOC,KA Social Work,,Y,O,Local,6675b20178fc5428625b3a67
KAGENWD,KA General Ward,,Y,I,Local,6675b20178fc5428625b3a68
KAMATH,KA Main Theatre,,Y,O,Local,6675b20178fc5428625b3a69
KAMATWD,KA Maternity Ward,,Y,I,Local,6675b20178fc5428625b3a6a
KAMITH,KA Minor Theatre,,Y,O,Local,6675b20178fc5428625b3a6b
KNCKAN,Kang Clinic,,Y,O,Local,6675b20178fc5428625b3a6c
KSCDEN,KS Dental,,Y,O,Local,6675b20178fc5428625b3a6d
KSCDIE,KS Dietetics,,Y,O,Local,6675b20178fc5428625b3a6e
KSCEYE,KS Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a6f
KSCPHY,KS Physiotherapy,,Y,O,Local,6675b20178fc5428625b3a70
KSCPSY,KS Psychiatric,,Y,O,Local,6675b20178fc5428625b3a71
KSCSRH,KS Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3a72
KSCSUR,KS Surgical Clinic,,Y,O,Local,6675b20178fc5428625b3a73
KSDHIS,Kanye DHIS,,Y,O,Local,6675b20178fc5428625b3a74
KSDOPD,KS Outpatient,,Y,O,Local,6675b20178fc5428625b3a75
KSDPHA,KS Pharmacy,,Y,O,Local,6675b20178fc5428625b3a76
KSDRAD,KS Radiology,,Y,O,Local,6675b20178fc5428625b3a77
KSDSOC,KS Social Work,,Y,O,Local,6675b20178fc5428625b3a78
KSFMEDW,KS Female Medical Ward,,Y,I,Local,6675b20178fc5428625b3a79
KSISOW,KS Covid Isolation Ward,,Y,I,Local,6675b20178fc5428625b3a7a
KSMATENW,KS Maternity Ward,,N,I,Local,6675b20178fc5428625b3a7b
KSMATNW,KS Maternity Ward,,Y,I,Local,6675b20178fc5428625b3a7c
KSMMEDW,KS Male Medical Ward,,Y,I,Local,6675b20178fc5428625b3a7d
KSPAEDW,KS Paediatrics Ward,,Y,I,Local,6675b20178fc5428625b3a7e
KSPRVYW,KS Private Ward,,Y,I,Local,6675b20178fc5428625b3a7f
KSREVENUE,KS Saundry Revenue,,Y,O,Local,6675b20178fc5428625b3a80
KSSURGW,KS Surgical Ward,,Y,I,Local,6675b20178fc5428625b3a81
KSTHEA,KS Theatre,,Y,O,Local,6675b20178fc5428625b3a82
KWCLTK,Letlhakeng Clinic,,Y,O,Local,6675b20178fc5428625b3a83
LHANTNW,LH Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b3a84
LHCDEN,LH Dental Clinic,,Y,O,Local,6675b20178fc5428625b3a85
LHCEYE,LH Eye Clinic,,Y,O,Local,6675b20178fc5428625b3a86
LHCSRH,LH Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3a87
LHCTB,LH Tubercolosis Clinic,,Y,O,Local,6675b20178fc5428625b3a88
LHCYOU,LH Youth Friendly Services Cli,,Y,O,Local,6675b20178fc5428625b3a89
LHDHIS,Letlhakane DHIS,,Y,O,Local,6675b20178fc5428625b3a8a
LHDLAB,LH Laboratory,,Y,O,Local,6675b20178fc5428625b3a8b
LHDOPD,LH Outpatient Department,,Y,O,Local,6675b20178fc5428625b3a8c
LHDPHA,LH Pharmacy,,Y,O,Local,6675b20178fc5428625b3a8d
LHDRAD,LH Radiology Department,,Y,O,Local,6675b20178fc5428625b3a8e
LHDSOC,LH Social Work Department,,Y,O,Local,6675b20178fc5428625b3a8f
LHFISOW,LH Female Isolation Ward,,Y,I,Local,6675b20178fc5428625b3a90
LHFMEDW,LH Female Ward,,Y,I,Local,6675b20178fc5428625b3a91
LHFTBWD,LH Female TB Ward,,Y,I,Local,6675b20178fc5428625b3a92
LHISOW,LH Hospital Covid Isolation,,Y,I,Local,6675b20178fc5428625b3a93
LHLABOW,LH Labour Ward,,Y,I,Local,6675b20178fc5428625b3a94
LHMISOW,LH Male Isolation Ward,,Y,I,Local,6675b20178fc5428625b3a95
LHMMEDW,LH Male Ward,,Y,I,Local,6675b20178fc5428625b3a96
LHMTBWD,LH Male TB Ward,,Y,I,Local,6675b20178fc5428625b3a97
LHPAEDW,LH Paediatrics,,Y,I,Local,6675b20178fc5428625b3a98
LHPOSTW,LH Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3a99
LHREVENUE,LH Sundry Revenue,,Y,O,Local,6675b20178fc5428625b3a9a
LHSCBUW,LH Special Care Baby Unit,,Y,I,Local,6675b20178fc5428625b3a9b
LHTHEA,LH Theatre Department,,Y,O,Local,6675b20178fc5428625b3a9c
MAANTNW,MA Antenatal Ward,,N,I,Local,6675b20178fc5428625b3a9d
MAANTW,MA Antenatal Ward,,Y,I,Local,6675b20178fc5428625b3a9e
MACCPS,MA Clinical Psychology Clinic,,Y,O,Local,6675b20178fc5428625b3a9f
MACDEN,MA Dental Clinic,,Y,O,Local,6675b20178fc5428625b3aa0
MACDER,MA Dermatology Clinic,,Y,O,Local,6675b20178fc5428625b3aa1
MACDIA,MA Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b3aa2
MACDIE,MA Dietician Clinic,,Y,O,Local,6675b20178fc5428625b3aa3
MACENT,MA ENT Clinic,,Y,O,Local,6675b20178fc5428625b3aa4
MACEYE,MA Eye Clinic,,Y,O,Local,6675b20178fc5428625b3aa5
MACGYN,MA Gynaecology Clinic,,Y,O,Local,6675b20178fc5428625b3aa6
MACHYP,MA Hypertension Clinic,,Y,O,Local,6675b20178fc5428625b3aa7
MACMCH,MA Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3aa8
MACMED,MA Medical Clinic,,Y,O,Local,6675b20178fc5428625b3aa9
MACMEX,MA Medical Exams Clinic,,Y,O,Local,6675b20178fc5428625b3aaa
MACOCC,MA Occupational Therapy Clinic,,Y,O,Local,6675b20178fc5428625b3aab
MACOPH,MA Ophthalmology Clinic,,Y,O,Local,6675b20178fc5428625b3aac
MACORT,MA Orthopaedic Clinic,,Y,O,Local,6675b20178fc5428625b3aad
MACPAE,MA Paediatric Clinic,,Y,O,Local,6675b20178fc5428625b3aae
MACPHY,MA Physiotherapy Clinic,,Y,O,Local,6675b20178fc5428625b3aaf
MACPSY,MA Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3ab0
MACSCW,MA Social Workers Clinic,,Y,O,Local,6675b20178fc5428625b3ab1
MACSUR,MA Surgical Clinic,,Y,O,Local,6675b20178fc5428625b3ab2
MACTB,MA TB Clinic,,N,O,Local,6675b20178fc5428625b3ab3
MACTBT,MA MDR TB Treatment Clinic,,Y,O,Local,6675b20178fc5428625b3ab4
MACYF,MA Youth Friendly Clinic,,Y,O,Local,6675b20178fc5428625b3ab5
MADEN,Dental Clinic,MA,N,O,Local,6675b20178fc5428625b3ab6
MADHIS,Letsholathebe DHIS,,Y,O,Local,6675b20178fc5428625b3ab7
MADIE,Dietician Clinic,MA,N,O,Local,6675b20178fc5428625b3ab8
MADLAB,MA Laboratory,,Y,O,Local,6675b20178fc5428625b3ab9
MADMORT,MA Mortuary,,N,O,Local,6675b20178fc5428625b3aba
MADOPD,MA Outpatient Department,,Y,O,Local,6675b20178fc5428625b3abb
MADPHA,MA Pharmacy Department,,Y,O,Local,6675b20178fc5428625b3abc
MADRAD,MA Diagnostic Imaging Dept,,Y,O,Local,6675b20178fc5428625b3abd
MAFMEDW,MA Female Medical Ward,,Y,I,Local,6675b20178fc5428625b3abe
MAFPSYW,MA Female Psychiatric Ward,,Y,I,Local,6675b20178fc5428625b3abf
MAFSURW,MA Female Surgical Ward,,Y,I,Local,6675b20178fc5428625b3ac0
MAFTBW,MA Female Tuberculosis Ward,,Y,I,Local,6675b20178fc5428625b3ac1
MAFTENT,MA Female Eye Tent,,N,I,Local,6675b20178fc5428625b3ac2
MAGICUW,MA Intensive Care Unit,,N,I,Local,6675b20178fc5428625b3ac3
MAGYN,Gynaecology Clinic,MA,N,O,Local,6675b20178fc5428625b3ac4
MAGYNAW,MA Gynaecology Ward,,Y,I,Local,6675b20178fc5428625b3ac5
MAGYNTH,MA Gynegology Theatre,,Y,O,Local,6675b20178fc5428625b3ac6
MAICUW,MA Intensive Care Ward,,N,I,Local,6675b20178fc5428625b3ac7
MAISOW,MA Covid Isolation Ward,,Y,I,Local,6675b20178fc5428625b3ac8
MALABOW,MA Labour Ward,,Y,I,Local,6675b20178fc5428625b3ac9
MAMATH,MA Major Theatre,,Y,O,Local,6675b20178fc5428625b3aca
MAMCH,Mother Child Health Clinic,MA,N,O,Local,6675b20178fc5428625b3acb
MAMITH,MA Minor Theatres,,Y,O,Local,6675b20178fc5428625b3acc
MAMMEDW,MA Male Medical Ward,,Y,I,Local,6675b20178fc5428625b3acd
MAMORT,MA Mortuary,,N,O,Local,6675b20178fc5428625b3ace
MAMPSYW,MA Male Psychiatric Ward,,Y,I,Local,6675b20178fc5428625b3acf
MAMSURW,MA Male Surgical Ward,,Y,I,Local,6675b20178fc5428625b3ad0
MAMTBW,MA Male Tuberculosis Ward,,Y,I,Local,6675b20178fc5428625b3ad1
MAMTENT,MA Male Eye Tent,,N,I,Local,6675b20178fc5428625b3ad2
MANURW,MA Nursery Ward,,Y,I,Local,6675b20178fc5428625b3ad3
MAOPH,Ophthalmology Clinic,MA,N,O,Local,6675b20178fc5428625b3ad4
MAPAE,Paediatric Clinic,MA,N,O,Local,6675b20178fc5428625b3ad5
MAPAEDW,MA Paediatric Ward,,N,I,Local,6675b20178fc5428625b3ad6
MAPAEMW,MA Paediatric Medical Ward,,Y,I,Local,6675b20178fc5428625b3ad7
MAPAESW,MA Paediatric Surgical Ward,,Y,I,Local,6675b20178fc5428625b3ad8
MAPHY,Physiology Clinic,MA,N,O,Local,6675b20178fc5428625b3ad9
MAPOSNW,MA Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3ada
MAPSY,Maun Psychiatric Clinic,MA,N,O,Local,6675b20178fc5428625b3adb
MAPSYW,MA Psychiatric Ward,,N,I,Local,6675b20178fc5428625b3adc
MAREVENUE,MA SUNDRY REVENUE,,Y,O,Local,6675b20178fc5428625b3add
MASCBW,MA Special Care Baby Unit,,Y,I,Local,6675b20178fc5428625b3ade
MATBC,Maun TB Clinic,MA,N,O,Local,6675b20178fc5428625b3adf
MATBW,MA Tuberculosis Ward,,N,I,Local,6675b20178fc5428625b3ae0
MATHEA,MA Maun Theatres,,Y,O,Local,6675b20178fc5428625b3ae1
MATSUR,MA General Sugeons,,Y,O,Local,6675b20178fc5428625b3ae2
MBCMBT,Mabutsane Clinic,,N,O,Local,6675b20178fc5428625b3ae3
MBSMBT,Mabutsane Clinic,,Y,O,Local,6675b20178fc5428625b3ae4
MCPSY,Psycology Clinic,MA,N,O,Local,6675b20178fc5428625b3ae5
MDANTNW,MD Ante-Natal Maternity ward,,Y,I,Local,6675b20178fc5428625b3ae6
MDCEYE,MD Eye Clinic,,Y,O,Local,6675b20178fc5428625b3ae7
MDCPSY,MD Psychiatry Clinic,,Y,O,Local,6675b20178fc5428625b3ae8
MDCSRH,MD Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3ae9
MDCTB,MD TB Clinic,,Y,O,Local,6675b20178fc5428625b3aea
MDCYFS,MD Youth Friendly Service Clin,,Y,O,Local,6675b20178fc5428625b3aeb
MDDHIS,Mmadinare DHIS,,Y,O,Local,6675b20178fc5428625b3aec
MDDLAB,MD Laboratory,,Y,O,Local,6675b20178fc5428625b3aed
MDDOPD,MD Outpatient Department,,Y,O,Local,6675b20178fc5428625b3aee
MDDPHA,MD Pharmacy,,Y,O,Local,6675b20178fc5428625b3aef
MDDRAD,MD Radiology Department,,Y,O,Local,6675b20178fc5428625b3af0
MDDSOC,MD Social Work Department,,Y,O,Local,6675b20178fc5428625b3af1
MDFGENW,MD Female General Ward,,Y,I,Local,6675b20178fc5428625b3af2
MDFTBW,MD Female TB Ward,,Y,I,Local,6675b20178fc5428625b3af3
MDGENISO,MD Isolation General Ward,,Y,I,Local,6675b20178fc5428625b3af4
MDISOLW,MD Isolation TB Ward,,Y,I,Local,6675b20178fc5428625b3af5
MDISOW,MD Covid Isolation Ward,,Y,I,Local,6675b20178fc5428625b3af6
MDLABOW,MD Labour Maternity Ward,,Y,I,Local,6675b20178fc5428625b3af7
MDMGENW,MD Male General Ward,,Y,I,Local,6675b20178fc5428625b3af8
MDMTBW,MD Male TB Ward,,Y,I,Local,6675b20178fc5428625b3af9
MDPAEDW,MD Paediatrics Ward,,Y,I,Local,6675b20178fc5428625b3afa
MDPOSTW,MD Post-Natal Maternity Ward,,Y,I,Local,6675b20178fc5428625b3afb
MDTHEA,MD Minor Theatre,,Y,O,Local,6675b20178fc5428625b3afc
MHANTEW,MH Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b3afd
MHCCAR,MH Cardiology Clinic,,Y,O,Local,6675b20178fc5428625b3afe
MHCCPS,MH Clinical Psychology,,Y,O,Local,6675b20178fc5428625b3aff
MHCDEN,MH Dental Clinic,,Y,O,Local,6675b20178fc5428625b3b00
MHCDIA,MH Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b3b01
MHCDIE,MH Dietician Clinic,,Y,O,Local,6675b20178fc5428625b3b02
MHCEYE,MH Eye Clinic,,Y,O,Local,6675b20178fc5428625b3b03
MHCGYN,MH Gynegology Clinic,,Y,O,Local,6675b20178fc5428625b3b04
MHCHYP,MH Hypertension Clinic,,Y,O,Local,6675b20178fc5428625b3b05
MHCMEX,MH Medical Examiniation Clinic,,Y,O,Local,6675b20178fc5428625b3b06
MHCMSP,Moshupa Council Clinic,,Y,O,Local,6675b20178fc5428625b3b07
MHCOCC,MH Occupational Therapy,,Y,O,Local,6675b20178fc5428625b3b08
MHCORT,MH Orthopaedic Clinic,,Y,O,Local,6675b20178fc5428625b3b09
MHCPHY,MH Physiotherapy Dept,,Y,O,Local,6675b20178fc5428625b3b0a
MHCPSY,MH Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3b0b
MHCRAD,MH Radiology Dept,,Y,O,Local,6675b20178fc5428625b3b0c
MHCSCW,MH Social Workers,,Y,O,Local,6675b20178fc5428625b3b0d
MHCSRH,MH Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3b0e
MHCSTA,MH Staff Clinic,,Y,O,Local,6675b20178fc5428625b3b0f
MHCSUR,MH General Surgeon Clinic,,Y,O,Local,6675b20178fc5428625b3b10
MHCWS,MH Social Workers,,N,O,Local,6675b20178fc5428625b3b11
MHCYOU,MH Youth Clinic,,Y,O,Local,6675b20178fc5428625b3b12
MHDHIS,Mahalapye DHIS,,Y,O,Local,6675b20178fc5428625b3b13
MHDLAB,MH Laboratory Dept,,Y,O,Local,6675b20178fc5428625b3b14
MHDOPD,MH Outpatients Department,,Y,O,Local,6675b20178fc5428625b3b15
MHDPHA,MH Parmacy Dept,,Y,O,Local,6675b20178fc5428625b3b16
MHFMEDW,MH Female Medical Ward,,Y,I,Local,6675b20178fc5428625b3b17
MHFORTHW,MH Female Orthopedic Ward,,Y,I,Local,6675b20178fc5428625b3b18
MHFSURGYW,MH Female Surgical and Gynae W,,Y,I,Local,6675b20178fc5428625b3b19
MHFSURW,MH Female Surgical Ward,,Y,I,Local,6675b20178fc5428625b3b1a
MHGYNEW,MH Gynegology Ward,,Y,I,Local,6675b20178fc5428625b3b1b
MHLABOW,MH Labour Ward,,Y,I,Local,6675b20178fc5428625b3b1c
MHMMEDW,MH Male Medical Ward,,Y,I,Local,6675b20178fc5428625b3b1d
MHMORTHW,MH Male Orhtopedic Ward,,Y,I,Local,6675b20178fc5428625b3b1e
MHMSURW,MH Male Surgical Ward,,Y,I,Local,6675b20178fc5428625b3b1f
MHNURW,MH Nursery Ward,,Y,I,Local,6675b20178fc5428625b3b20
MHORTHW,MH Orthopaedic Ward,,Y,I,Local,6675b20178fc5428625b3b21
MHPAEDW,MH Paediatric Ward,,Y,I,Local,6675b20178fc5428625b3b22
MHPOSTW,MH Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3b23
MHPSYCW,MH General Psyciatric Ward,,Y,I,Local,6675b20178fc5428625b3b24
MHREVENUE,MH Mahalapye Revenue Office,,Y,O,Local,6675b20178fc5428625b3b25
MHSCW,MH Social Workers,,N,O,Local,6675b20178fc5428625b3b26
MHTMAI,MH Main Theatre,,Y,O,Local,6675b20178fc5428625b3b27
MHTMIN,MH Minor Theatre,,Y,O,Local,6675b20178fc5428625b3b28
MPCL,MPHO CLINI,,Y,O,Local,6675b20178fc5428625b3b29
MSANTNW,MS Ante-Natal Ward,,Y,I,Local,6675b20178fc5428625b3b2a
MSCDEN,MS Dental Clinic,,Y,O,Local,6675b20178fc5428625b3b2b
MSCEYE,MS Eye Clinic,,Y,O,Local,6675b20178fc5428625b3b2c
MSCPSY,MS Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3b2d
MSDHIS,Masunga DHIS,,Y,O,Local,6675b20178fc5428625b3b2e
MSDLAB,MS Laboratory,,Y,O,Local,6675b20178fc5428625b3b2f
MSDOPD,MS Outpatient Department,,Y,O,Local,6675b20178fc5428625b3b30
MSDPHA,MS Pharmacy,,Y,O,Local,6675b20178fc5428625b3b31
MSDRAD,MS Radiology Department,,Y,O,Local,6675b20178fc5428625b3b32
MSDSOC,MS Social Work Department,,Y,O,Local,6675b20178fc5428625b3b33
MSFISOW,MS Female Isolatn - Infectious,,Y,I,Local,6675b20178fc5428625b3b34
MSFMEDW,MS Female Ward,,Y,I,Local,6675b20178fc5428625b3b35
MSHDGEN,MS General Ward - HD,,Y,I,Local,6675b20178fc5428625b3b36
MSISONON,MS Isolation - Non Infectious,,Y,I,Local,6675b20178fc5428625b3b37
MSISOW,MS ISOLATION WARD,,Y,I,Local,6675b20178fc5428625b3b38
MSLABOW,MS Labour Ward,,Y,I,Local,6675b20178fc5428625b3b39
MSMATH,MS Main Theatre,,Y,O,Local,6675b20178fc5428625b3b3a
MSMISOW,MS Male Isolation - Infectious,,Y,I,Local,6675b20178fc5428625b3b3b
MSMITH,MS Minor Theatre,,Y,O,Local,6675b20178fc5428625b3b3c
MSMMEDW,MS Male Ward,,Y,I,Local,6675b20178fc5428625b3b3d
MSPAEDW,MS Paediatrics Ward,,Y,I,Local,6675b20178fc5428625b3b3e
MSPOSTW,MS Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3b3f
MSREVENUE,MS Sundry Revenue,,Y,O,Local,6675b20178fc5428625b3b40
MSSCBUW,MS Special Care Baby Unit Ward,,Y,I,Local,6675b20178fc5428625b3b41
MSSTAFW,MS Staff Rooms,,Y,I,Local,6675b20178fc5428625b3b42
MSTBWRD,MS TB Shelters,,Y,I,Local,6675b20178fc5428625b3b43
NYACCU,NY Accupuncture,,Y,O,Local,6675b20178fc5428625b3b44
NYBLOOD,NY Blood Donor,,Y,O,Local,6675b20178fc5428625b3b45
NYBREAKA,NY Breakages and Losses,,Y,O,Local,6675b20178fc5428625b3b46
NYCACU,NY Acupuncture Clinic,,Y,O,Local,6675b20178fc5428625b3b47
NYCDEN,NY Dental Clinic,,Y,O,Local,6675b20178fc5428625b3b48
NYCDER,NY Dermatology Clinic,,Y,O,Local,6675b20178fc5428625b3b49
NYCDIA,NY Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b3b4a
NYCDIE,NY Dietetics Obesity Clinic,,Y,O,Local,6675b20178fc5428625b3b4b
NYCENT,NY Ear Nose and Throat Clinic,,Y,O,Local,6675b20178fc5428625b3b4c
NYCGAS,NY Gastroenterology Clinic,,Y,O,Local,6675b20178fc5428625b3b4d
NYCGYN,NY Gynaecology Clinic,,Y,O,Local,6675b20178fc5428625b3b4e
NYCHYP,NY Hypertensice Clinic,,Y,O,Local,6675b20178fc5428625b3b4f
NYCMDR,NY MDR Clinic,,Y,O,Local,6675b20178fc5428625b3b50
NYCMEC,NY Medical Cardiac Clinic,,Y,O,Local,6675b20178fc5428625b3b51
NYCMED,NY Medical Clinic,,Y,O,Local,6675b20178fc5428625b3b52
NYCNEU,NY Neurological Clinic,,Y,O,Local,6675b20178fc5428625b3b53
NYCOCC,NY Occupational Therapy,,Y,O,Local,6675b20178fc5428625b3b54
NYCONC,NY Oncology Clinic,,Y,O,Local,6675b20178fc5428625b3b55
