Mnemonic,Name,Old ID,Active,Type,Category
TTREVENUE,TT Sundry Revenue,,Y,O,Local
XAREAW,Area W Clinic,NY,N,O,Remote
XBDFCLI,BDF Clinic,MA,N,O,Remote
XBONTLC,Bontleng Clinic,,Y,O,Remote
XBOTDEF,Botswana Defence Force,GA,N,O,Remote
XCMADIB,Madiba Health Post,,Y,O,Remote
XCOEMOLC,College of Education,05-3-15,N,O,Remote
XCWAGAHP,Cwagare H Post,,Y,O,Remote
XDUKWIC,Dukwi Clinic,NY,Y,O,Remote
XGENPRI,General Private Location,GA,N,O,Remote
XGENPRS,General Private Location,SE,N,O,Remote
XGHAHOS,Ghanzi Hospital,07-2-01,N,O,Remote
XGHANPH,Gantsi Primary Hospital,7-2-1,N,O,Remote
XGHANTC,Gantsi Clinic,07-3-04,N,O,Remote
XGLENVA,Glen Valley,GA,N,O,Remote
XGULUHP,Gulubane Helath Post,02-4-03,N,O,Remote
XGUMHOS,Gumare Hospital,MA,Y,O,Remote
XGWEHOS,Gweta Hospital,MA,Y,O,Remote
XJWCMAOK,JW Maokane clinic,,Y,O,Remote
XKANGNHL,Kang Clinic,,N,O,Remote
XKANGPM,Kang Clinic,,Y,O,Remote
XKASHOS,Kasane Hospital,MA,N,O,Remote
XKAUNGW,Kaungwe Health Post,,Y,O,Remote
XLABOPD,Lab Outpatient Department,SE,N,O,Remote
XLOOLOC,Loologane Clinic,05-3-25,N,O,Remote
XMABESHP,Mabesekwa Health Post,25-4-05,Y,O,Remote
XMAFHIKC,Mafhikwa Clinic,,Y,O,Remote
XMAKAK,Makakung,MA,N,O,Remote
XMAKAL,Makalamabedi,MA,N,O,Remote
XMANDHP,Mandunyane H Post,25-4-02,Y,O,Remote
XMANKC,Mankgodi Clinic,,Y,O,Remote
XMAROBHP,Marobela Health Post,NY,Y,O,Remote
XMOGOR,Mogorosi,SE,N,O,Remote
XMOKGOC,Mokgoro Clinic,NY,Y,O,Remote
XMOSEHP,Mosetse Health Post,NY,Y,O,Remote
XMOTLAP,Motlapi,MA,N,O,Remote
XMPRIVAT,LAB Private OPD,MA,N,O,Remote
XMPROPD,LAB Private Patient OPD,MA,N,O,Remote
XNKOYACL,Nkoyaphiri Clinic,,Y,O,Remote
XNSHAHP,Nshakashogwe Health Post,NY,Y,O,Remote
XOKAVAN,Okavango Informatory Clinic MA,,N,O,Remote
XPHASEIIC,Phase II Clinic,,Y,O,Remote
XPLTHP,Plateau Health Post,PM,N,O,Remote
XPOLICC,Police College,GA,N,O,Remote
XRUGWAC,Rugwana Clinic,PM,N,O,Remote
XSEKOMHP,Sekondomboro Health Post,,Y,O,Remote
XSESEHP,Sese Health Post,FR,Y,O,Remote
XSETRDI,Sexually Trans Disease,GA,N,O,Remote
XSHEROB,Shorobe Clinic,01-3-07,N,O,Remote
XSORILHP,Sorilatholo H Post,20-4-13,N,O,Remote
XSPRIVAT,LAB Private OPD,SE,N,O,Remote
XSSKBC,SSKB,GA,N,O,Remote
XTATSID,Tati Siding,FR,N,O,Remote
XTHIBC,Thibelo Clinic,,Y,O,Remote
XTSAMAY,Tsamaya,FR,N,O,Remote
XTUBUHP,Tubu Health Post,14-4-09,Y,O,Remote
XTUMASC,Tumasera Clinic,,Y,O,Remote
YYHJJJJ,HJUHJHHJ,,Y,O,Local
ZCBBBPI,Bobonong Hospital IDCC,BP,Y,O,Local
ZCBBMDI,Mmadinare Hospital IDCC,MD,Y,O,Local
ZCBOLHI,Letlhakane Hospital IDCC,LH,Y,O,Local
ZCBORKI,Rakops Hospital IDCC,RK,Y,O,Local
ZCCEGWI,Gweta Hospital IDCC,GW,Y,O,Local
ZCCETTI,Tutume Hospital IDCC,TT,Y,O,Local
ZCCHKAI,Kasane Hospital IDCC,KA,Y,O,Local
ZCGGNKOYA,Nkoyaphiri Clinic IDCC,GGC,N,O,Local
ZCGGTLOKN,Tlokweng Main Clinic IDCC,GGC,N,O,Local
ZCGHGHI,Goodhope Hospital IDCC,GH,Y,O,Local
ZCGHGPI,Gantsi Primary Hospital IDCC,,Y,O,Local
ZCKESLI,Scottish Livingstone IDCC,,Y,O,Local
ZCKETHI,Thamaga Hospital IDCC,TH,Y,O,Local
ZCKNHKI,Hukuntsi Hospital IDCC,HK,Y,O,Local
ZCKSTSI,Tsabong Hospital IDCC,,Y,O,Local
ZCMABOS,Boseja Clinic,MA,N,O,Local
ZCMABOY,Boyei Clinic,MA,N,O,Local
ZCMAMAI,Maun General Hospital IDCC,MA,N,O,Local
ZCMAMCC,Maun Council Clinic,MA,N,O,Local
ZCMASED,Sedie Clinic,MA,N,O,Local
ZCMHMHI,Mahalapye Hospital IDCC,,Y,O,Local
ZCMHSFI,Sefhare Hospital IDCC,SF,Y,O,Local
ZCNEMSI,Masunga Hospital IDCC,MS,Y,O,Local
ZCNGBOS,Boseja Clinic,MA,Y,O,Local
ZCNGBOY,Boyei Clinic,MA,Y,O,Local
ZCNGGUI,Gumare Hospital IDCC,GU,Y,O,Local
ZCNGJPKI,JP Kavindama Hospital IDCC JPK,,Y,O,Local
ZCNGJUB,Jubilee Clinic,MA,N,O,Local
ZCNGMCC,Maun Council Clinic,MA,N,O,Local
ZCNGSED,Sedie Clinic,MA,Y,O,Local
ZCSEBLI,Bamalete Lutheran Hosp IDCC BL,,Y,O,Local
ZCSOKSI,Kanye Hospital IDCC,KS,Y,O,Local
ZCSPBOI,Boipelego Clinic,SE,Y,O,Local
ZCXBSEL,Selebi Phikwe Hospital IDCC SB,,N,O,Local
ZCXLOBATH,Athlone Hospital IDCC,AT,Y,O,Local
ZCXMOCDRH,Deborah Hospital IDCC,DM,Y,O,Local
ZCXMOCDRM,Deborah Hospital IDCC,DM,N,O,Local
ZCXSBSEL,Selebi Phikwe Hospital IDCC SB,,Y,O,Local
ZCXSPPA,Palapye Hospital IDCC,PP,Y,O,Local
ZFRARW,Area West Clinic,FR,N,O,Local
ZFRGEE,Gerald Estate Clinic,FR,N,O,Local
ZM,MA MT Ward,MA,N,I,Local
ZN,NY MT Ward,NY,N,I,Local
ZP,PM MT Ward,PM,N,I,Local
ZPMBON,Bontleng Clinic,,N,O,Local
ZPMPMI,Princess Marina IDCC,,N,O,Local
ZS,SE MT Ward,SE,N,I,Local
ZSBRANA,Sbrana Psychiatric Hospital,,N,O,Local
